'	lex112884.1_ἒ
'ἐπιμύει	
(132)	
(Hrd	
(Men	
(St	
(abbrev	
(abbreviation)	
(cf	
(fr	(p	
(sc	
(symbol)	
(Β	
(Γ	
(Ι	
(Ξ	
(πό)λις	
(τ	
(χ	392)	
δίζυγεις	δίη	lex23684.1_δῖος lex17530.1_δίεμαι
δίημι	lex17530.1_δίεμαι
δίηται	lex19156.1_διίημι lex17734.1_δίω
δίκαι	lex17565.1_δίκη
δίκαιον	lex17554.1_δίκαιος
δίκαιος	lex17554.1_δίκαιος
δίκαιόν	lex17554.1_δίκαιος
δίκας	lex17565.1_δίκη
δίκην	lex17565.1_δίκη
δίκης	lex17565.1_δίκη212-5	
213-22	
22)	
22-3	
221-3	
225-17	
226-1	
226-9	
227-8	
228-9	Αὔγεας	
Αὔγης	lex12299.1_αὐγέω lex296.1_Αὔγη
Αὖλιν	lex13044.1_αὖλις
Α῀ραψωδία	
Αῖθιωπ	
Αῖθιωπες	
Β	
Βάκχαις	lex330.1_Βάκχη
Βήρισον	
Βακχυλίδη	lex468.1_Βακχυλίδηςδίμοιρον	lex17612.1_δίμοιρος
δίνη	lex17616.1_δίνη lex21075.1_δινέω
δίνης	lex21075.1_δινέω lex17616.1_δίνη lex21077.1_δινεύω
δίνῃ	lex17616.1_δίνη lex17621.1_δίνω
δίοδον	lex17625.1_δίοδος
δίου	lex23684.1_δῖος lex17734.1_δίω lex17530.1_δίεμαι
δίς	lex17669.1_δίς
δίσκον	lex17677.1_δίσκος
δίστεγον	lex17681.1_δίστεγος
δίυγρον	lex17695.1_δίυγροςδίφθογγον	lex17699.1_δίφθογγος
δίφθογγος	lex17699.1_δίφθογγος
δίφρα	lex17703.1_δίφρας
δίφροι	lex17707.1_δίφρος
δίφρον	lex17707.1_δίφρος
δίφρος	lex17707.1_δίφρος
δίφρου	lex17707.1_δίφρος
δίφρω	lex17707.1_δίφρος
δίφρων	lex17707.1_δίφρος
δίφρῳ	lex17707.1_δίφροςδίχα	lex17710.1_δίχα lex21427.1_διχάω
δίψους	lex17732.1_δίψος
δίω	lex17734.1_δίω lex23684.1_δῖος
δίωνται	lex17734.1_δίω lex17419.1_δέομαι lex19156.1_διίημι
δίωξιν	lex17736.1_δίωξις
δίὸς	
δα	
δαΐ	lex17746.1_δαί lex17753.1_δαίς1
δαΐδων	lex17753.1_δαίς1
δαΐμονες	lex17751.1_δαίμωνδαΐξαι	lex17749.1_δαίζω
δαΐς	lex17753.1_δαίς1 lex17754.1_δαίς3
δαΐφρον	lex17760.1_δαίφρων
δαΐφρονι	lex17760.1_δαίφρων
δαΐφρονος	lex17760.1_δαίφρων
δαί̈φρονος	lex17760.1_δαίφρων
δαίδαλα	lex17748.1_δαίδαλος lex17779.1_δαιδάλλω
δαίμονά	lex17751.1_δαίμων
δαίμονάς	lex17751.1_δαίμων
δαίμονα	lex17751.1_δαίμωνδαίμονας	lex17751.1_δαίμων
δαίμονες	lex17751.1_δαίμων
δαίμονι	lex17751.1_δαίμων
δαίμονος	lex17751.1_δαίμων
δαίμοσιν	lex17751.1_δαίμων
δαίμων	lex17751.1_δαίμων
δαίω	lex17761.1_δαίω1 lex17378.1_δάω lex23666.1_δᾳόω lex17310.1_δάιος
δαδ	
δαι	
δαῑ	δαιμονίη	lex17803.1_δαιμονιάω lex17817.1_δαιμόνιος
δαιμονιου	
δαιμόνων	lex17797.1_δαιμονάω lex17751.1_δαίμων
δαιμόνι'	lex17816.1_δαιμόνιον lex17817.1_δαιμόνιος
δαινυμένους	lex17752.1_δαίνυμι
δαιτα	
δαιτην	
δαιτος	
δαιτρεῦσαι	lex17827.1_δαιτρεύω
δαιτός	lex17754.1_δαίς3δαιτὸς	lex17754.1_δαίς3
δαιτός	lex17754.1_δαίς3
δακέειν	lex17315.1_δάκνω
δακρυχέων	lex17853.1_δακρυχέων
δακρύειν	lex17861.1_δακρύω
δακρύοντα	lex17861.1_δακρύω
δακρύσας	lex17861.1_δακρύω
δακρύων	lex17318.1_δάκρυον lex17861.1_δακρύω
δακρύῳ	lex17318.1_δάκρυον
δακτυλίους	lex17890.1_δακτύλιοςδακτύλων	lex17319.1_δάκτυλος
δακτύλους	lex17319.1_δάκτυλος
δακτύλων	lex17319.1_δάκτυλος
δαλὸν	lex17898.1_δαλός
δαμάλει	lex17323.1_δάμαλις
δαμασθείς	lex17899.1_δαμάζω
δαμασθεὶς	lex17899.1_δαμάζω
δαμασθείς	lex17899.1_δαμάζω
δαμασθήτω	lex17899.1_δαμάζω
δαμεὶς	lex17899.1_δαμάζωδαμείης	lex17899.1_δαμάζω
δαμείς	lex17899.1_δαμάζω
δαμεῖς	lex17907.1_δαμάω lex17899.1_δαμάζω
δαμναμένους	lex17931.1_δαμνάω lex17327.1_δάμνημι
δαμναῖ	
δαμάζονται	lex17899.1_δαμάζω
δαμάσαντο	lex17899.1_δαμάζω
δαμάσω	lex17899.1_δαμάζω lex17907.1_δαμάω
δαμῆναι	lex17899.1_δαμάζω lex17907.1_δαμάω
δαμῶ	lex17899.1_δαμάζω lex17907.1_δαμάωδανειου	
δανειστῇ	lex17953.1_δανειστής
δανεναι	
δαπάνημ	
δαπάνημα	lex17959.1_δαπάνημα
δαπανηθέντος	lex17963.1_δαπανάω
δαπανηθῆναι	lex17963.1_δαπανάω
δαπανητικός	lex17967.1_δαπανητικός
δαπανᾶ	lex17963.1_δαπανάω
δαπανᾷ	lex17963.1_δαπανάωΒατίειαν	lex517.1_Βατίεια
Βελλεροφοντ	
Βελλεροφοντην	
Βελλεροφοντου	
Βελλεροφόντην	lex539.1_Βελλεροφόντης
Βελλεροφόντης	lex539.1_Βελλεροφόντης
Βελλεροφόντου	lex539.1_Βελλεροφόντης
Βηλου	
Βιάνωρα	
Βοηθοίδης	http://data.perseus.org/collections/_Βοηθοΐδηςδαρδάπτω	lex17971.1_δαρδάπτω
δας	
δασέα	lex18009.1_δασύς
δασέος	lex18009.1_δασύς
δασέων	lex17363.1_δάσος lex18009.1_δασύς
δασέως	lex18009.1_δασύς
δασείας	lex18009.1_δασύς
δασείᾳ	lex18009.1_δασύς
δασειαν	
δασεως	δασεώς	
δασεῖα	lex18009.1_δασύς
δασμος	
δασμόν	lex17983.1_δασμός
δασμὸν	lex17983.1_δασμός
δασουντεόν	
δασυνεται	
δασυνομένου	lex18005.1_δασύνω
δασυνομένῃ	lex18005.1_δασύνω
δασυνομένης	lex18005.1_δασύνωδασυνομένου	lex18005.1_δασύνω
δασυντ	
δασυντέον	lex17993.1_δασυντέον
δασυντεον	
δασυντέον	lex17993.1_δασυντέον
δασυνόμένου	
δασυνόμενα	lex18005.1_δασύνω
δασυνόμενον	lex18005.1_δασύνω
δασύνει	lex18005.1_δασύνω
δασύνειν	lex18005.1_δασύνωδασύνεσθαι	lex18005.1_δασύνω
δασύνεται	lex18005.1_δασύνω
δασύνομεν	lex18005.1_δασύνω
δασύνοντας	lex18005.1_δασύνω
δασύνοντες	lex18005.1_δασύνω
δασύνοντι	lex18005.1_δασύνω
δασύνουσι	lex18005.1_δασύνω
δασύνουσιν	lex18005.1_δασύνω
δασύντεον	
δασύσκιος	δασύτερον	lex18009.1_δασύς
δασέος	lex18009.1_δασύς
δασέως	lex18009.1_δασύς
δασὺ	lex18009.1_δασύς
δασύνει	lex18005.1_δασύνω
δασύνειν	lex18005.1_δασύνω
δασύνεσθαι	lex18005.1_δασύνω
δασύνεται	lex18005.1_δασύνω
δασύνοντες	lex18005.1_δασύνω
δασύνουσαν	lex18005.1_δασύνωδασύνουσι	lex18005.1_δασύνω
δασύνωμεν	lex18005.1_δασύνω
δαυλὸν	lex18024.1_δαυλός
δαφοινοῦ	lex18055.1_δαφοινός
δαψιλῶς	lex18057.1_δαψιλής lex18059.1_δαψιλός
δαϊδων	
δαϊς	
δαὴρ	lex17745.1_δαήρ
δαήμεναι	lex17378.1_δάω
δαήρ	lex17745.1_δαήρδαὶ	lex17753.1_δαίς1 lex17746.1_δαί
δαὶ̈ς	lex17753.1_δαίς1 lex17754.1_δαίς3
δαὶθ'	lex17759.1_δαίτης lex17757.1_δαίτη
δαίμονα	lex17751.1_δαίμων
δαίμων	lex17751.1_δαίμων
δαίνυσθαί	lex17752.1_δαίνυμι
δαίνυσθε	lex17752.1_δαίνυμι
δαΐδων	lex17753.1_δαίς1
δαΐφρον	lex17760.1_δαίφρων
δαῖτα	lex17759.1_δαίτης lex17754.1_δαίς3δαῖὲ	lex17761.1_δαίω1 lex17762.1_δαίω2
δδ	
δε	
δε'	
δεήσει	lex17387.1_δέησις lex18640.1_δεῖ lex17460.1_δέω2
δεήσεσι	lex17387.1_δέησις
δεήσεως	lex17387.1_δέησις
δείδια	lex18072.1_δείδω
δείδιε	lex18072.1_δείδω
δείδοικα	lex18072.1_δείδωδείκνυνται	lex18078.1_δείκνυμι
δείκνυσι	lex18078.1_δείκνυμι
δείκνυσιν	lex18078.1_δείκνυμι
δείκνυται	lex18078.1_δείκνυμι
δείλ'	lex18083.1_δείλη
δείλη	lex18083.1_δείλη
δείλης	lex18083.1_δείλη
δείλοί	
δείξεως	lex18089.1_δείξις lex18646.1_δεῖξις
δείξῃ	lex18078.1_δείκνυμι lex18646.1_δεῖξις lex18089.1_δείξιςδείους	lex17421.1_δέος
δείπνου	lex18648.1_δεῖπνος lex18647.1_δεῖπνον
δείρω	lex17437.1_δέρω
δείσαντος	lex18072.1_δείδω
δείσας	http://data.perseus.org/collections/_δεῖσα lex18072.1_δείδω
δείσασα	lex18072.1_δείδω
δεδάασθαι	lex17378.1_δάω
δεδέσθαι	lex17459.1_δέω1
δεδέχεσθαι	
δεδήλωκε	lex18687.1_δηλόωΒοιωτία	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτίαν	lex653.1_Βοιώτιος lex642.1_Βοιωτία
Βοιωτίας	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτίης	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτίᾳ	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτιακοἷς	
Βοιωτιακὴ	lex648.1_Βοιωτιακός
Βοιωτιακὸς	lex648.1_Βοιωτιακός
Βοιωτιας	
Βοιωτιατικὴν	δεδήλωκεν	lex18687.1_δηλόω
δεδήλωται	lex18687.1_δηλόω
δεδήλῳται	
δεδίασιν	lex18072.1_δείδω
δεδακρυκότα	lex17861.1_δακρύω
δεδαμέατο	
δεδαρμένοι	lex17437.1_δέρω
δεδεγμένος	lex17456.1_δέχομαι
δεδεγμενος	
δεδειπνικότων	lex18187.1_δειπνίζωδεδεχμένος	
δεδηλῶσθαι	lex18687.1_δηλόω
δεδημιουργημένον	lex18718.1_δημιουργέω
δεδηότας	
δεδηὼς	
δεδιδάχθαι	lex20593.1_διδάσκω
δεδιπλασιασμένον	lex21220.1_διπλασιάζω
δεδιπλασιασμένος	lex21220.1_διπλασιάζω
δεδιωγμένους	lex21580.1_διώκω
δεδιότες	lex18072.1_δείδωδεδμήατο	lex17409.1_δέμω lex17899.1_δαμάζω
δεδμήμεσθα	lex17899.1_δαμάζω lex17409.1_δέμω
δεδοικὼς	lex18072.1_δείδω
δεδοικὼσι	
δεδοκημένως	lex18100.1_δεδοκημένος lex21638.1_δοκέω
δεδολοφονηκέναι	lex21734.1_δολοφονέω
δεδομένην	lex17525.1_δίδωμι
δεδομενον	
δεδορκώς	lex17428.1_δέρκομαι
δεδοίκω	lex18072.1_δείδωδεδρακῶς	
δεδυμήμεθα	
δεδωκῶς	
δεδόσθαι	lex17525.1_δίδωμι
δεδώκαμεν	lex17525.1_δίδωμι
δεδώκασι	lex17525.1_δίδωμι
δεδάασθαι	lex17378.1_δάω
δεδήλωκε	lex18687.1_δηλόω
δεδώκασι	lex17525.1_δίδωμι
δεείλη	δεηθείσης	lex17460.1_δέω2
δεηθεῖσαν	lex17460.1_δέω2
δεηθῆναι	lex17460.1_δέω2
δεθεὶς	lex17459.1_δέω1
δει	
δειδιότες	lex18072.1_δείδω
δειδήμονες	lex18111.1_δειδήμων
δεικανόωντο	lex18118.1_δεικανάω
δεικνυσιν	
δεικνύμενος	lex18078.1_δείκνυμιδεικνὺς	lex18078.1_δείκνυμι
δειλέ	lex18144.1_δειλός
δειλία	lex18136.1_δειλιάω lex18127.1_δειλία
δειλίαν	lex18136.1_δειλιάω lex18127.1_δειλία
δειλίασιν	lex18128.1_δειλίασις
δειλαίοις	lex18080.1_δείλαιος
δειλαιε	
δειλιάσας	lex18136.1_δειλιάω
δειλοί	lex18144.1_δειλός lex18143.1_δειλόομαι
δειλοισιν	δειλούς	lex18144.1_δειλός
δειλοῖο	lex18144.1_δειλός lex18143.1_δειλόομαι
δειλὲ	lex18144.1_δειλός
δειλὸν	lex18144.1_δειλός
δειλὸς	lex18144.1_δειλός
δειλότερα	lex18144.1_δειλός
δειλῶν	lex18083.1_δείλη lex18144.1_δειλός
δεινά	lex18179.1_δεινός
δεινή	lex18179.1_δεινός
δεινην	δεινοεπές	
δεινοπάθεια	lex18170.1_δεινοπάθεια
δεινοπαθήσας	lex18171.1_δεινοπαθέω
δεινοποιήσαντος	lex18173.1_δεινοποιέω
δεινος	
δεινοτάτων	lex18179.1_δεινός
δεινοτέρῳ	lex18179.1_δεινός
δεινοὶ	lex18179.1_δεινός lex18181.1_δεινόω
δεινοῖς	lex18181.1_δεινόω lex18179.1_δεινός
δεινοῦ	lex18179.1_δεινός lex18181.1_δεινόωδεινωτὰ	
δεινόν	lex18179.1_δεινός
δεινότατε	lex18179.1_δεινός
δεινότατον	lex18179.1_δεινός
δεινότερα	lex18179.1_δεινός
δεινὰ	lex18179.1_δεινός
δεινὰς	lex18179.1_δεινός
δεινά	lex18179.1_δεινός
δεινὲ	lex18179.1_δεινός
δεινή	lex18179.1_δεινόςδεινὸν	lex18179.1_δεινός
δεινὸς	lex18179.1_δεινός
δεινότητα	lex18180.1_δεινότης
δεινῶν	lex18160.1_δεινάζω lex18179.1_δεινός lex18181.1_δεινόω
δεινῶς	lex18179.1_δεινός lex18181.1_δεινόω
δεινῷ	lex18179.1_δεινός lex18160.1_δεινάζω
δειπνεῖν	lex18185.1_δειπνέω
δειπνον	
δειπνοῦντες	lex18185.1_δειπνέω
δειπνῶ	Βοιωτοὺς	lex651.1_Βοιωτός
Βοιωτοῦ	lex651.1_Βοιωτός
Βοιωτός	lex651.1_Βοιωτός
Βοιωτία	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτίακος	
Βοιωτίας	lex642.1_Βοιωτία lex653.1_Βοιώτιος
Βοιωτός	lex651.1_Βοιωτός
Βοιωτῶν	lex651.1_Βοιωτός
Βοιωτῷ	lex651.1_Βοιωτός
Βοιώτιος	lex653.1_Βοιώτιοςδειρήν	lex18218.1_δειρή
δειρημένως	
δειρὴν	lex18218.1_δειρή
δειρῆς	lex18218.1_δειρή
δεισάντων	lex18072.1_δείδω
δεισασα	
δεισιδαίμων	lex18231.1_δεισιδαίμων
δειχθῇ	lex18078.1_δείκνυμι
δειχώριζον	
δεκ	δεκάδων	lex18278.1_δεκάς
δεκάτου	lex17390.1_δέκατος lex18370.1_δεκατόω
δεκάτῳ	lex17390.1_δέκατος
δεκα	
δεκαετοῦς	lex18318.1_δεκαετής
δεκαπέντε	lex18334.1_δεκαπέντε
δεκαπλασίων	lex18337.1_δεκαπλασίων lex18336.1_δεκαπλάσιος
δεκαπο	
δεκαπολιν	
δεκαστιχίαν	δεκαστίχω	lex18283.1_δεκάστιχος
δεκατέσσαρας	
δεκατον	
δεκτέον	lex18378.1_δεκτέος lex18377.1_δεκτέον
δεκτικὸν	lex18380.1_δεκτικός
δεκάδας	lex18278.1_δεκάς
δεκάπηχύ	lex18266.1_δεκάπηχυς
δεκάτη	lex17390.1_δέκατος lex18289.1_δεκάτη
δεκάτω	lex17390.1_δέκατος lex18370.1_δεκατόω lex18297.1_δεκάω
δελφῖνι	lex18410.1_δελφίςδενδρει	
δενδρέω	lex17411.1_δένδρεον
δεξάμε	
δεξάμενος	lex17456.1_δέχομαι lex18078.1_δείκνυμι
δεξαιτό	
δεξαμένοις	lex17456.1_δέχομαι lex18078.1_δείκνυμι
δεξαμένῳ	lex18078.1_δείκνυμι lex17456.1_δέχομαι
δεξαμενη	
δεξαμενός	
δεξασθαι	δεξιαὶ	lex18484.1_δεξιά lex18495.1_δεξιός
δεξιαῖ	
δεξιούμενος	lex18493.1_δεξιόομαι
δεξιούμενος	lex18493.1_δεξιόομαι
δεξιοῦ	lex18495.1_δεξιός lex18493.1_δεξιόομαι
δεξιοῦσθαι	lex18493.1_δεξιόομαι
δεξιὰ	lex18484.1_δεξιά lex18495.1_δεξιός
δεξιὸν	lex18495.1_δεξιός
δεξιᾶς	lex18485.1_δεξιάζω lex18484.1_δεξιά lex18495.1_δεξιός
δεξιᾷ	lex18495.1_δεξιός lex18485.1_δεξιάζω lex18493.1_δεξιόομαι lex18484.1_δεξιάδεξιῶν	lex18493.1_δεξιόομαι lex18484.1_δεξιά lex18495.1_δεξιός
δεξιῶς	lex18495.1_δεξιός
δεξώμεθα	lex17456.1_δέχομαι lex18078.1_δείκνυμι
δεξάμενος	lex18078.1_δείκνυμι lex17456.1_δέχομαι
δεομένων	lex17459.1_δέω1 lex17460.1_δέω2 lex17419.1_δέομαι
δεομένῳ	lex17459.1_δέω1 lex17419.1_δέομαι lex17460.1_δέω2
δεος	
δεου	
δεπάεσσι	lex17422.1_δέπας
δεπάσσι	δερκομένοιο	lex17428.1_δέρκομαι
δερκόμενοι	lex17428.1_δέρκομαι
δερματίνην	lex18514.1_δερμάτινος
δερματος	
δερμάτων	lex17429.1_δέρμα lex18526.1_δερματόω
δερος	
δεσμεύω	lex18547.1_δεσμεύω
δεσμεύων	lex18547.1_δεσμεύω
δεσμος	
δεσμου	δεσμούς	lex18554.1_δεσμός
δεσμοί	lex18547.1_δεσμεύω lex18554.1_δεσμός
δεσμοὺς	lex18554.1_δεσμός
δεσμοῖς	lex18547.1_δεσμεύω lex18539.1_δεσμέω lex18554.1_δεσμός
δεσμοῦ	lex18547.1_δεσμεύω lex18554.1_δεσμός lex18539.1_δεσμέω
δεσμωτηρίου	lex18552.1_δεσμωτήριον
δεσμὸν	lex18554.1_δεσμός
δεσμῶν	lex18539.1_δεσμέω lex18547.1_δεσμεύω lex18554.1_δεσμός http://data.perseus.org/collections/_δεσεύω lex17442.1_δέσμη http://data.perseus.org/collections/_δεσσμέω
